Facility,Item Type Name,Item SkuCode,EAN,UPC,ISBN,Color,Size,Brand,Category Name,MRP,Open Sale,Inventory,Inventory Blocked,Bad Inventory,Putaway Pending,Pending Inventory Assessment,Return Awaited,Open Purchase,Enabled,Updated,Virtual Inventory
VENDORSKART MUNDKA 1 FACILITY,"[CarpetDesign-Blue-Brown] Autofy Unisex Carpet Design Print Lycra Headwrap Bandana for Bikes (Blue & Brown, Freesize)",VKAMMASK0130,1,,Autofy India,Blue and Brown,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 04:17:37,0
VENDORSKART MUNDKA 1 FACILITY,"[CheckeredSA-Black-Grey] Autofy Unisex Check Print Lycra Headwrap Bandana for Bikes (Black & Grey, Freesize)",VKAMMASK0131,1,,Autofy India,Black and Grey,India,Autofy,Vendorskart_Automotive,299.00,0,9,0,0,0,0,0,0,true,2017-03-28 04:17:37,0
VENDORSKART MUNDKA 1 FACILITY,"[SkullDeathKnight-Checkered-Black-White] Autofy Unisex Skull Death Knight Print Lycra Headwrap Bandana for Bikes (Black And White, Freesize)",VKAMMASK0132,1,,Autofy India,Black and White,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:48,0
VENDORSKART MUNDKA 1 FACILITY,"[RoyalDutch-YellowOnGreen] Autofy Unisex Royal Dutch Print Lycra Headwrap Bandana for Bikes (Green, Freesize)",VKAMMASK0133,1,,Autofy India,Green,India,Autofy,Vendorskart_Automotive,299.00,0,70,0,0,0,0,0,0,true,2017-03-28 03:37:48,0
VENDORSKART MUNDKA 1 FACILITY,"[LooneyTunes-Pink] Autofy Unisex Printed Lycra Headwrap Bandana for Bikes (Pink and White, Freesize)",VKAMMASK0134,1,,Autofy India,Pink and White,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:49,0
VENDORSKART MUNDKA 1 FACILITY,"[ILikeThisGameSnowboard-Purple] Autofy Unisex Printed Lycra Headwrap Bandana for Bikes (Purple and White, Freesize)",VKAMMASK0135,1,,Autofy India,Purple and White,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:49,0
VENDORSKART MUNDKA 1 FACILITY,"[JustForYouUSAFlag-NewPaperPrint-Cream] Autofy Unisex Printed Lycra Headwrap Bandana for Bikes (Off White, Freesize)",VKAMMASK0136,1,,Autofy India,Off White,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:49,0
VENDORSKART MUNDKA 1 FACILITY,"[AlphaPumpAndEquipment-Blue] Autofy Unisex Alpha Pump Print Lycra Headwrap Bandana for Bikes (Blue, Freesize)",VKAMMASK0137,1,,Autofy India,Blue,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:49,0
VENDORSKART MUNDKA 1 FACILITY,"[BikerWithPistol-Blue] Autofy Unisex Biker Print Lycra Headwrap Bandana for Bikes (Blue, Freesize)",VKAMMASK0138,1,,Autofy India,Blue,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:49,0
VENDORSKART MUNDKA 1 FACILITY,"[JunglePrint-Green-Yellow] Autofy Unisex Jungle Print Lycra Headwrap Bandana for Bikes (Yellow and Green, Freesize)",VKAMMASK0139,1,,Autofy India,Yellow and Green,India,Autofy,Vendorskart_Automotive,299.00,0,20,0,0,0,0,0,0,true,2017-03-28 03:37:49,0
VENDORSKART MUNDKA 1 FACILITY,"[DisturbedWater-Yellow-Blue-Green] Autofy Unisex Printed Lycra Headwrap Bandana for Bikes (Yellow, Green and Blue, Freesize)",VKAMMASK0140,1,,Autofy India,"Yellow, Green and Blue",India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:49,0
VENDORSKART MUNDKA 1 FACILITY,"[LifeFormsInscriptions-Grey] Autofy Unisex Life Forms Print Lycra Headwrap Bandana for Bikes (Grey, Freesize)",VKAMMASK0141,1,,Autofy India,Grey,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:50,0
VENDORSKART MUNDKA 1 FACILITY,"[ChaoticAlphabetUnionJack-Red-Blue] Autofy Unisex Union Jack Print Lycra Headwrap Bandana for Bikes (Red & Blue, Freesize)",VKAMMASK0142,1,,Autofy India,Red and Blue,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:50,0
VENDORSKART MUNDKA 1 FACILITY,"[PixelatedCamouflage-Green-Brown] Autofy Unisex Pixelated Camouflage Print Lycra Headwrap Bandana for Bikes (Green & Brown, Freesize)",VKAMMASK0143,1,,Autofy India,Green and Brown,India,Autofy,Vendorskart_Automotive,299.00,0,30,0,0,0,0,0,0,true,2017-03-28 03:37:50,0
VENDORSKART MUNDKA 1 FACILITY,"[Camouflage-Blue-Grey-SkyBlue] Autofy Unisex  Camouflage Print Lycra Headwrap Bandana for Bikes (Blue, Grey and Blue,Freesize)",VKAMMASK0144,1,,Autofy India,"Blue, Grey and Blue",India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:50,0
VENDORSKART MUNDKA 1 FACILITY,"[SkullPrint-BigFella-Green-Black] Autofy Unisex Big Fella Green Skull Print Lycra Headwrap Bandana for Bikes (Black, Freesize)",VKAMMASK0145,1,,Autofy India,Black,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:50,0
VENDORSKART MUNDKA 1 FACILITY,"[WildBushes-Black-Yellow] Autofy Unisex Wild Bushes Print Lycra Headwrap Bandana for Bikes (Black and Yellow, Freesize)",VKAMMASK0146,1,,Autofy India,Black and Yellow,India,Autofy,Vendorskart_Automotive,299.00,0,20,0,0,0,0,0,0,true,2017-03-28 03:37:50,0
VENDORSKART MUNDKA 1 FACILITY,"[Polkadots-Black-White-Green] Autofy Unisex Polkadots Print Lycra Headwrap Bandana for Bikes (Green, Freesize)",VKAMMASK0147,1,,Autofy India,Green,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:50,0
VENDORSKART MUNDKA 1 FACILITY,"[EvolutionOfCycle-OliveGreen-Black] Autofy Unisex Cycle Print Lycra Headwrap Bandana for Bikes (Green & Black, Freesize)",VKAMMASK0148,1,,Autofy India,Green and Black,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:51,0
VENDORSKART MUNDKA 1 FACILITY,"[SAShield-Black] Autofy Unisex Solid Print Lycra Headwrap Bandana for Bikes (Black, Freesize)",VKAMMASK0149,1,,Autofy India,Black,India,Autofy,Vendorskart_Automotive,299.00,0,20,0,0,0,0,0,0,true,2017-03-28 04:17:37,0
VENDORSKART MUNDKA 1 FACILITY,"[BatmanSign-Blue-White] Autofy Unisex Batman Print Lycra Headwrap Bandana for Bikes (Blue and White, Freesize)",VKAMMASK0150,1,,Autofy India,Blue and White,India,Autofy,Vendorskart_Automotive,299.00,0,7,0,0,0,0,0,0,true,2017-03-28 04:17:37,0
VENDORSKART MUNDKA 1 FACILITY,"[LoveOfTheFashion-Blue] Autofy Unisex Printed Lycra Headwrap Bandana for Bikes (Blue and White, Freesize)",VKAMMASK0151,1,,Autofy India,Blue and White,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 14:35:17,0
VENDORSKART MUNDKA 1 FACILITY,"[IntersectingCircles-White-Green-Black] Autofy Unisex Printed Lycra Headwrap Bandana for Bikes (Black, White and Green, Freesize)",VKAMMASK0152,1,,Autofy India,"Black, White and Green",India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:51,0
VENDORSKART MUNDKA 1 FACILITY,"[Fishes-Purple&Pink] Autofy Unisex Printed Lycra Headwrap Bandana for Bikes (Purple and Pink, Freesize)",VKAMMASK0153,1,,Autofy India,Purple and Pink,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:52,0
VENDORSKART MUNDKA 1 FACILITY,"[WhiteAmby-Blue] Autofy Unisex Amby Printed Lycra Headwrap Bandana for Bikes (Blue and White, Freesize)",VKAMMASK0154,1,,Autofy India,Blue and White,India,Autofy,Vendorskart_Automotive,299.00,0,18,0,0,0,0,0,0,true,2017-03-28 10:50:21,0
VENDORSKART MUNDKA 1 FACILITY,"[TreeTrunkPointyCircumference-Purple-White-Black] Autofy Unisex Printed Lycra Headwrap Bandana for Bikes (Purple and Black, Freesize)",VKAMMASK0155,1,,Autofy India,Purple and Black,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:52,0
VENDORSKART MUNDKA 1 FACILITY,"[TreeTrunkPointyCircumference-Green-Yellow-Orange] Autofy Unisex Printed Lycra Headwrap Bandana for Bikes (Green and Yellow, Freesize)",VKAMMASK0156,1,,Autofy India,Green and Yellow,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:52,0
VENDORSKART MUNDKA 1 FACILITY,"[SmokyJawBones-White-SAShield-Black] Autofy Unisex Skull Jaw Bones Print Lycra Headwrap Bandana for Bikes (Black and White, Freesize)",VKAMMASK0157,1,,Autofy India,Black and White,India,Autofy,Vendorskart_Automotive,299.00,0,20,0,0,0,0,0,0,true,2017-03-28 03:37:52,0
VENDORSKART MUNDKA 1 FACILITY,"[4Skull-Grey-OrangeSplash-Black] Autofy Unisex 4 Skull Print Lycra Headwrap Bandana for Bikes (Grey, Freesize)",VKAMMASK0158,1,,Autofy India,Grey,India,Autofy,Vendorskart_Automotive,299.00,0,9,0,0,0,0,0,0,true,2017-03-28 03:37:52,0
VENDORSKART MUNDKA 1 FACILITY,"[InscriptionsYellowCreature-Blue-Yellow-White] Autofy Unisex Inscriptions Print Lycra Headwrap Bandana for Bikes (Blue and White, Freesize)",VKAMMASK0159,1,,Autofy India,Blue and White,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:52,0
VENDORSKART MUNDKA 1 FACILITY,"[CottonFlower&Leaves-Green-Yellow-Red-Black] Autofy Unisex Printed Lycra Headwrap Bandana for Bikes (Green, Yellow and Red, Freesize)",VKAMMASK0160,1,,Autofy India,"Green, Yellow and red",India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:53,0
VENDORSKART MUNDKA 1 FACILITY,"[AlgaeCheck-Green-Red-Black] Autofy Unisex Printed Lycra Headwrap Bandana for Bikes (Green, Red and Black, Freesize)",VKAMMASK0161,1,,Autofy India,"Green, Red and Black",India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 04:17:38,0
VENDORSKART MUNDKA 1 FACILITY,"[TriumphRider-Blue-Black] Autofy Unisex Biker Printed Lycra Headwrap Bandana for Bikes (Blue and White, Freesize)",VKAMMASK0162,1,,Autofy India,Blue and White,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:53,0
VENDORSKART MUNDKA 1 FACILITY,"[White-5PetalFlower-Black-Blue] Autofy Unisex Flower Print Lycra Headwrap Bandana for Bikes (Black and White, Freesize)",VKAMMASK0163,1,,Autofy India,Black and White,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:53,0
VENDORSKART MUNDKA 1 FACILITY,"[White-SmallAmby-Black] Autofy Unisex Amby Print Lycra Headwrap Bandana for Bikes (Black and White, Freesize)",VKAMMASK0164,1,,Autofy India,Balck and White,India,Autofy,Vendorskart_Automotive,299.00,0,20,0,0,0,0,0,0,true,2017-03-28 03:37:53,0
VENDORSKART MUNDKA 1 FACILITY,"[White-ThickAmby-Pink] Autofy Unisex Amby Print Lycra Headwrap Bandana for Bikes (Pink and White, Freesize)",VKAMMASK0165,1,,Autofy India,Pink and White,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 04:17:38,0
VENDORSKART MUNDKA 1 FACILITY,"[Blue-PointedAmby-White] Autofy Unisex Amby Print Lycra Headwrap Bandana for Bikes (Blue and White, Freesize)",VKAMMASK0166,1,,Autofy India,Blue and White,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:54,0
VENDORSKART MUNDKA 1 FACILITY,"[Pink&Brown-PointedAmby-White] Autofy Unisex Amby Print Lycra Headwrap Bandana for Bikes (Pink and White, Freesize)",VKAMMASK0167,1,,Autofy India,Pink and White,India,Autofy,Vendorskart_Automotive,299.00,0,20,0,0,0,0,0,0,true,2017-03-28 03:37:54,0
VENDORSKART MUNDKA 1 FACILITY,"[Pirhana-USAFlag-White] Autofy Unisex Fish Flag Print Lycra Headwrap Bandana for Bikes (White, Freesize)",VKAMMASK0168,1,,Autofy India,White,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:54,0
VENDORSKART MUNDKA 1 FACILITY,"[SunsetYatch-Blue-Yellow-OrangeSky] Autofy Unisex Printed Lycra Headwrap Bandana for Bikes (Blue and Black, Freesize)",VKAMMASK0169,1,,Autofy India,Blue and Black,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:54,0
VENDORSKART MUNDKA 1 FACILITY,"[ChaoticAlphabet-White-Black] Autofy Unisex Alphabet  Print Lycra Headwrap Bandana for Bikes (Black and White, Freesize)",VKAMMASK0170,1,,Autofy India,Black and White,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:54,0
VENDORSKART MUNDKA 1 FACILITY,"[Camouflage-Green-Black-Cream] Autofy Unisex Army Man Camouflage Print Lycra Headwrap Bandana for Bikes (Green, Cream and Black, Freesize)",VKAMMASK0171,1,,Autofy India,"Green, Cream and Black",India,Autofy,Vendorskart_Automotive,299.00,0,20,0,0,0,0,0,0,true,2017-03-28 03:37:54,0
VENDORSKART MUNDKA 1 FACILITY,"[ThreeEyedHatman-Black-White] Autofy Unisex Three Eyed Hatman Printed Lycra Headwrap Bandana for Bikes (Blue and White, Freesize)",VKAMMASK0172,1,,Autofy India,Black and White,India,Autofy,Vendorskart_Automotive,299.00,0,9,0,0,0,0,0,0,true,2017-03-28 04:17:38,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy Universal Skull Design Mounting Side Mirror Set for All Bikes (Chrome, Set of 2)",VKAMGLASS0011,Set of 2,,Autofy India,Chrome,India,Autofy India,Vendorskart_Automotive,1699.00,0,24,0,1,0,0,0,0,true,2017-03-28 03:37:54,0
VENDORSKART MUNDKA 1 FACILITY,[Round-StrobeLight-3LED-Silver-Red-Red] Autofy Universal Round 3 LED Flashing Strobe Light for All Bikes (Red and Red),VKAMLIGHT0143,Set of 2,,China Racing,Red,China,Autofy,Vendorskart_Automotive,899.00,0,1,0,0,0,0,0,0,true,2017-03-28 00:05:25,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Universal 4 LED Spot Fog Light with Blue DRL for All Bikes (Black),VKAMLIGHT0144,1,,China LED Company,Black,China,Autofy,Vendorskart_Automotive,1099.00,0,49,0,0,0,0,0,0,true,2017-03-28 03:37:55,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Universal 4 LED Spot Fog Light for All Bikes (Black),VKAMLIGHT0145,1,,China LED Company,Black,China,Autofy,Vendorskart_Automotive,1099.00,0,50,0,0,0,0,0,0,true,2017-03-28 03:37:55,0
VENDORSKART MUNDKA 1 FACILITY,[SkullCap-NetMesh-Beige-Holi] Autofy Unisex Multipurpose Hair Protection Holi Skull Cap (Biege),VKAMMASK0173,1,,Autofy India,Beige,India,Autofy,Vendorskart_Automotive,499.00,0,49,0,0,0,0,0,0,true,2017-03-28 03:37:55,0
VENDORSKART MUNDKA 1 FACILITY,[SkullCap-NetMesh-Beige] Autofy Unisex Multipurpose Hair Protector Dust Pollution Skull Cap (Biege),VKAMMASK0174,1,,Autofy India,Beige,India,Autofy,Vendorskart_Automotive,499.00,0,49,0,0,0,0,0,0,true,2017-03-28 03:37:55,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy Power Full Face Helmet With Scratch Resistant Visor (Matte Red,M)",VKAMHELMET0086,1,,Autofy,Red,India,Autofy,Vendorskart_Automotive,1999.00,0,15,0,0,0,0,0,0,true,2017-03-28 04:17:38,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy Power Full Face Helmet With Scratch Resistant Visor (Matte Yellow,M)",VKAMHELMET0087,1,,Autofy,Yellow,India,Autofy,Vendorskart_Automotive,1999.00,0,16,0,0,0,0,0,0,true,2017-03-28 04:17:38,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy Power Full Face Helmet With Scratch Resistant Visor (Matte Black,M)",VKAMHELMET0088,1,,Autofy,Black,India,Autofy,Vendorskart_Automotive,1999.00,0,14,0,0,0,0,0,0,true,2017-03-28 04:17:39,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 12"" Inches 6 Spokes Centre Bolt Universal Wheel Cap Wheel Cover Hub Cap (Set of 4, Grey)",VKAMWHEELCAP0001,Set of 4,,Autofy India,Grey,India,Autofy,Vendorskart_Automotive,1599.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:55,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 12"" Inches Star Shaped 5 Spokes Centre Bolt Universal Wheel Cap Wheel Cover Hub Cap (Set of 4 Grey)",VKAMWHEELCAP0002,Set of 4,,Autofy India,Grey,India,Autofy,Vendorskart_Automotive,1599.00,0,1,0,0,0,0,0,0,true,2017-03-28 03:37:55,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 12"" Inches 8 Spokes Snap-On Universal Wheel Cap Wheel Cover Hub Cap (Set of 4  Grey)",VKAMWHEELCAP0003,Set of 4,,Autofy India,Grey,India,Autofy,Vendorskart_Automotive,1599.00,0,1,0,0,0,0,0,0,true,2017-03-28 03:37:55,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 12"" Inches 12 Spokes Snap-On Universal Wheel Cap Wheel Cover Hub Cap (Set of 4, Grey)",VKAMWHEELCAP0004,Set of 4,,Autofy India,Grey,India,Autofy,Vendorskart_Automotive,1599.00,0,0,0,1,0,0,0,0,true,2017-03-28 03:37:56,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 12"" Inches 7 Spokes Snap-On Universal Wheel Cap Wheel Cover Hub Cap (Set of 4  Grey)",VKAMWHEELCAP0005,Set of 4,,Autofy India,Grey,India,Autofy,Vendorskart_Automotive,1599.00,0,1,0,0,0,0,0,0,true,2017-03-28 03:37:56,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 12"" Inches 14 Spokes Snap-On Universal Wheel Cap Wheel Cover Hub Cap (Set of 4  Grey)",VKAMWHEELCAP0006,Set of 4,,Autofy India,Grey,India,Autofy,Vendorskart_Automotive,1599.00,0,1,0,0,0,0,0,0,true,2017-03-28 03:37:56,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 12"" Inches 12 Spokes Snap-On Universal Wheel Cap Wheel Cover Hub Cap (Set of 4 Grey)",VKAMWHEELCAP0007,Set of 4,,Autofy India,Grey,India,Autofy,Vendorskart_Automotive,1599.00,0,1,0,0,0,0,0,0,true,2017-03-28 03:37:56,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 12"" Inches 5 Spokes Snap-On Universal Wheel Cap Wheel Cover Hub Cap (Set of 4, Grey)",VKAMWHEELCAP0008,Set of 4,,Autofy India,Grey,India,Autofy,Vendorskart_Automotive,1599.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:56,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 12"" Inches 14 Spokes Snap-On Universal Wheel Cap Wheel Cover Hub Cap (Set of 4  Grey)",VKAMWHEELCAP0009,Set of 4,,Autofy India,Grey,India,Autofy,Vendorskart_Automotive,1599.00,0,2,0,0,0,0,0,0,true,2017-03-28 03:37:56,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 12"" Inches 14 Spokes Snap-On Universal Wheel Cap Wheel Cover Hub Cap (Set of 4  Grey)",VKAMWHEELCAP0010,Set of 4,,Autofy India,Grey,India,Autofy,Vendorskart_Automotive,1599.00,0,1,0,0,0,0,0,0,true,2017-03-28 03:37:56,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 12"" Inches 15 Spokes Snap-On Universal Wheel Cap Wheel Cover Hub Cap (Set of 4  Grey)",VKAMWHEELCAP0011,Set of 4,,Autofy India,Grey,India,Autofy,Vendorskart_Automotive,1599.00,0,1,0,0,0,0,0,0,true,2017-03-28 03:37:56,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 12"" Inches 12 Spokes Snap-On Universal Wheel Cap Wheel Cover Hub Cap (Set of 4  Grey)",VKAMWHEELCAP0012,Set of 4,,Autofy India,Grey,India,Autofy,Vendorskart_Automotive,1599.00,0,1,0,1,0,0,0,0,true,2017-03-28 03:37:57,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 12"" Inches Star Shaped 5 Spokes Snap-On Universal Wheel Cap Wheel Cover Hub Cap (Set of 4  Grey)",VKAMWHEELCAP0013,Set of 4,,Autofy India,Grey,India,Autofy,Vendorskart_Automotive,1599.00,0,1,0,1,0,0,0,0,true,2017-03-28 03:37:57,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 12"" Inches 8 Spokes Snap-On Universal Wheel Cap Wheel Cover Hub Cap (Set of 4, Grey)",VKAMWHEELCAP0014,Set of 4,,Autofy India,Grey,India,Autofy,Vendorskart_Automotive,1599.00,0,0,0,1,0,0,0,0,true,2017-03-28 03:37:57,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 12"" Inches 12 Spokes Snap-On Universal Wheel Cap Wheel Cover Hub Cap (Set of 4, Grey and Black)",VKAMWHEELCAP0015,Set of 4,,Autofy India,Grey  & Black,India,Autofy,Vendorskart_Automotive,1649.00,0,0,0,1,0,0,0,0,true,2017-03-28 03:37:57,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 12"" Inches 14 Spokes Snap-On Universal Wheel Cap Wheel Cover Hub Cap (Set of 4, Grey and Black)",VKAMWHEELCAP0016,Set of 4,,Autofy India,Grey  & Black,India,Autofy,Vendorskart_Automotive,1649.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:57,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 12"" Inches Star Shaped 5 Spokes Snap-On Universal Wheel Cap Wheel Cover Hub Cap (Set of 4, Grey and Black)",VKAMWHEELCAP0017,Set of 4,,Autofy India,Grey  & Black,India,Autofy,Vendorskart_Automotive,1649.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:57,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 12"" Inches 8 Spokes Snap-On Universal Wheel Cap Wheel Cover Hub Cap (Set of 4  Grey and Black)",VKAMWHEELCAP0018,Set of 4,,Autofy India,Grey  & Black,India,Autofy,Vendorskart_Automotive,1649.00,0,1,0,0,0,0,0,0,true,2017-03-28 03:37:57,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 12"" Inches 15 Spokes Snap-On Universal Wheel Cap Wheel Cover Hub Cap (Set of 4, Grey and Black)",VKAMWHEELCAP0019,Set of 4,,Autofy India,Grey  & Black,India,Autofy,Vendorskart_Automotive,1649.00,0,0,0,1,0,0,0,0,true,2017-03-28 03:37:58,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 12"" Inches 14 Spokes Snap-On Universal Wheel Cap Wheel Cover Hub Cap (Set of 4, Grey and Black)",VKAMWHEELCAP0020,Set of 4,,Autofy India,Grey  & Black,India,Autofy,Vendorskart_Automotive,1649.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:58,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 12"" Inches 8 Spokes Snap-On Universal Wheel Cap Wheel Cover Hub Cap (Set of 4  Grey and Black)",VKAMWHEELCAP0021,Set of 4,,Autofy India,Grey  & Black,India,Autofy,Vendorskart_Automotive,1649.00,0,1,0,0,0,0,0,0,true,2017-03-28 03:37:58,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 12"" Inches 8 Spokes Universal Wheel Cap Wheel Cover Hub Cap with Lug Nuts Holes (Set of 4 Grey)",VKAMWHEELCAP0022,Set of 4,,Autofy India,Grey  & Black,India,Autofy,Vendorskart_Automotive,1599.00,0,1,0,0,0,0,0,0,true,2017-03-28 03:37:58,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 13"" Inches 5 Spokes Centre Bolt Universal Wheel Cap Wheel Cover Hub Cap (Set of 4  Grey)",VKAMWHEELCAP0023,Set of 4,,Autofy India,Grey,India,Autofy,Vendorskart_Automotive,1599.00,0,1,0,0,0,0,0,0,true,2017-03-28 03:37:58,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 13"" Inches 21 Spokes Universal Wheel Cap Wheel Cover Hub Cap with Lug Nut Holes (Set of 4  Grey)",VKAMWHEELCAP0024,Set of 4,,Autofy India,Grey,India,Autofy,Vendorskart_Automotive,1599.00,0,1,0,0,0,0,0,0,true,2017-03-28 03:37:58,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 13"" Inches 12 Spokes Snap-On Universal Wheel Cap Wheel Cover Hub Cap (Set of 4  Grey and Black)",VKAMWHEELCAP0025,Set of 4,,Autofy India,Grey  & Black,India,Autofy,Vendorskart_Automotive,1649.00,0,1,0,0,0,0,0,0,true,2017-03-28 03:37:58,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 13"" Inches 14 Spokes Snap-On Universal Wheel Cap Wheel Cover Hub Cap (Set of 4  Grey and Black)",VKAMWHEELCAP0026,Set of 4,,Autofy India,Grey  & Black,India,Autofy,Vendorskart_Automotive,1649.00,0,1,0,0,0,0,0,0,true,2017-03-28 03:37:58,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 13"" Inches 14 Spokes Snap-On Universal Wheel Cap Wheel Cover Hub Cap (Set of 4 Grey and Black)",VKAMWHEELCAP0027,Set of 4,,Autofy India,Grey  & Black,India,Autofy,Vendorskart_Automotive,1649.00,0,1,0,0,0,0,0,0,true,2017-03-28 03:37:59,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 13"" Inches 12 Spokes with Lug Nut Holes Universal Wheel Cap Wheel Cover Hub Cap (Set of 4  Grey)",VKAMWHEELCAP0028,Set of 4,,Autofy India,Grey,India,Autofy,Vendorskart_Automotive,1599.00,0,1,0,0,0,0,0,0,true,2017-03-28 03:37:59,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 13"" Inches 14 Spokes Snap-On Universal Wheel Cap Wheel Cover Hub Cap (Set of 4  Grey)",VKAMWHEELCAP0029,Set of 4,,Autofy India,Grey,India,Autofy,Vendorskart_Automotive,1599.00,0,1,0,0,0,0,0,0,true,2017-03-28 03:37:59,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy 13"" Inches 15 Spokes Snap-On Universal Wheel Cap Wheel Cover Hub Cap (Set of 4  Grey)",VKAMWHEELCAP0030,Set of 4,,Autofy India,Grey,India,Autofy,Vendorskart_Automotive,1599.00,0,1,0,0,0,0,0,0,true,2017-03-28 03:37:59,0
