Facility,Item Type Name,Item SkuCode,EAN,UPC,ISBN,Color,Size,Brand,Category Name,MRP,Open Sale,Inventory,Inventory Blocked,Bad Inventory,Putaway Pending,Pending Inventory Assessment,Return Awaited,Open Purchase,Enabled,Updated,Virtual Inventory
VENDORSKART MUNDKA 1 FACILITY,[Red-JaipurPrint-Black]Autofy Unisex Printed Lycra Headwrap / Bandana (Red and White  Freesize),VKAMMASK0053,1,,China Fabrics,Red and White,China,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:36:49,0
VENDORSKART MUNDKA 1 FACILITY,[Chain-Black-White]Autofy Unisex Chain Print Lycra Headwrap / Bandana (Black and White  Freesize),VKAMMASK0054,1,SDL348679403,China Fabrics,Black and White,China,Autofy,Vendorskart_Automotive,299.00,32,0,3,0,0,0,0,0,true,2017-03-28 04:17:35,0
VENDORSKART MUNDKA 1 FACILITY,[JungleTribe-Blue-Yellow]Autofy Unisex Jungle Tribe Print Lycra Headwrap / Bandana (Yellow and Blue  Freesize),VKAMMASK0055,1,,China Fabrics,Dummy Red,China,Autofy,Vendorskart_Automotive,299.00,7,0,0,0,0,0,0,0,true,2017-03-28 03:36:49,0
VENDORSKART MUNDKA 1 FACILITY,[Skeletor-Skull-Spine-Black-White]Autofy Unisex Skeletor Print Lycra Headwrap / Bandana (Black and White  Freesize),VKAMMASK0056,1,SDL209844835,China Fabrics,Black and White,China,Autofy,Vendorskart_Automotive,299.00,0,66,0,0,0,0,0,0,true,2017-03-28 04:17:35,0
VENDORSKART MUNDKA 1 FACILITY,[CaptainAmerica-Black-Blue]Autofy Unisex Captain America Print Headwrap / Bandana (Black and Blue  Freesize),VKAMMASK0057,1,,China Fabrics,Black and Blue,China,Autofy,Vendorskart_Automotive,299.00,0,29,0,0,0,0,0,0,true,2017-03-28 03:36:50,0
VENDORSKART MUNDKA 1 FACILITY,[Skull-RedCap-BlackSide-Grey]Autofy Unisex Pirate Skull Lycra Headwrap / Bandana (Grey and Red  Freesize),VKAMMASK0058,1,SDL361116086,China Fabrics,Grey and Red,China,Autofy,Vendorskart_Automotive,299.00,0,434,0,0,0,0,0,0,true,2017-03-28 03:36:50,0
VENDORSKART MUNDKA 1 FACILITY,[WhiteSkull-CrossBone-Black-White]Autofy Unisex Skull and Cross Bone Lycra Headwrap / Bandana (Black and White  Freesize),VKAMMASK0059,1,,China Fabrics,Black and White,China,Autofy,Vendorskart_Automotive,299.00,0,40,0,0,0,0,0,0,true,2017-03-28 04:17:35,0
VENDORSKART MUNDKA 1 FACILITY,[Baleor-WildFire-Black-Green]Autofy Unisex Wildfire Print Lycra Headwrap / Bandana (Black and Green  Freesize),VKAMMASK0060,1,,China Fabrics,Black and Green,China,Autofy,Vendorskart_Automotive,299.00,116,0,0,0,0,0,0,0,true,2017-03-28 04:17:35,0
VENDORSKART MUNDKA 1 FACILITY,[SkullMachine-Black-LightBrown]Autofy Unisex Skull Print Lycra Headwrap / Bandana (Black and Brown  Freesize),VKAMMASK0061,1,,China Fabrics,Black and Brown,China,Autofy,Vendorskart_Automotive,299.00,259,0,0,0,0,0,0,0,true,2017-03-28 03:36:51,0
VENDORSKART MUNDKA 1 FACILITY,[JohnDoe-Alien-Fire]Autofy Unisex Printed Lycra Headwrap / Bandana (Multicolored  Freesize),VKAMMASK0062,1,,China Fabrics,Red and yellow,China,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:36:51,0
VENDORSKART MUNDKA 1 FACILITY,[NuclearFume-Purple-Orange]Autofy Unisex Printed Lycra Headwrap / Bandana (Blue and Orange  Freesize),VKAMMASK0063,1,,China Fabrics,Blue and Orange,China,Autofy,Vendorskart_Automotive,299.00,0,9,0,0,0,0,0,0,true,2017-03-28 03:36:52,0
VENDORSKART MUNDKA 1 FACILITY,[SmokeSkull-Black-Green]Autofy Unisex Smoke Skull Print Lycra Headwrap / Bandana (Black and Green  Freesize),VKAMMASK0064,1,,China Fabrics,Black and Green,China,Autofy,Vendorskart_Automotive,299.00,0,189,0,0,0,0,0,0,true,2017-03-28 04:17:35,0
VENDORSKART MUNDKA 1 FACILITY,[Lightning-Black-White]Autofy Unisex Lightning Print Lycra Headwrap / Bandana (Black and White  Freesize),VKAMMASK0065,1,SDL109131027,China Fabrics,Black and White,China,Autofy,Vendorskart_Automotive,299.00,338,0,0,0,0,0,0,0,true,2017-03-28 04:17:35,0
VENDORSKART MUNDKA 1 FACILITY,[KungFu-Black-Blue]Autofy Unisex KungFu Print Lycra Headwrap / Bandana (Black and Blue  Freesize),VKAMMASK0066,1,SDL659529266,China Fabrics,Black-Blue,China,Autofy,Vendorskart_Automotive,299.00,324,0,0,0,0,0,0,0,true,2017-03-28 03:36:53,0
VENDORSKART MUNDKA 1 FACILITY,[UrbanTheme-Brown-Purple]Autofy Unisex Urban Theme Print Lycra Headwrap / Bandana (Multicolored  Freesize),VKAMMASK0067,1,,China Fabrics,Brown,China,Autofy,Vendorskart_Automotive,299.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:36:53,0
VENDORSKART MUNDKA 1 FACILITY,[GarlandSkull-CrossBoneSkull-Blue-Purple]Autofy Unisex Skull Print Lycra Headwrap / Bandana (Blue and Purple  Freesize),VKAMMASK0068,1,,China Fabrics,Blue and Purple,China,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:36:53,0
VENDORSKART MUNDKA 1 FACILITY,[MeridaPrint-Black-Blue]Autofy Unisex Merida Print Lycra Headwrap / Bandana (Blue and Black  Freesize),VKAMMASK0069,1,SDL065821263,China Fabrics,Blue and Black,China,Autofy,Vendorskart_Automotive,299.00,0,151,0,0,0,0,0,0,true,2017-03-28 04:17:36,0
VENDORSKART MUNDKA 1 FACILITY,[WestCoastChoppers-FirePrint-Black-Yellow]Autofy Unisex West Coast Choppers Fire Print Lycra Headwrap / Bandana (Black and Yellow  Freesize),VKAMMASK0070,1,SDL613157542,China Fabrics,Black and Yellow,China,Autofy,Vendorskart_Automotive,299.00,238,0,0,0,0,0,0,0,true,2017-03-28 03:36:54,0
VENDORSKART MUNDKA 1 FACILITY,[SnakeSkin-Brown-White]Autofy Unisex Printed Lycra Headwrap / Bandana (Brown and White  Freesize),VKAMMASK0071,1,,China Fabrics,Brown and White,China,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 04:17:36,0
VENDORSKART MUNDKA 1 FACILITY,[CheGuevara-Green-Blue]Autofy Unisex Che Guevara Lycra Headwrap / Bandana (Blue and Green  Freesize),VKAMMASK0072,1,SDL255668006,China Fabrics,Blue and Green,China,Autofy,Vendorskart_Automotive,299.00,28,0,0,0,0,0,0,0,true,2017-03-28 10:50:21,0
VENDORSKART MUNDKA 1 FACILITY,[Skull&Rose-Peech]Autofy Unisex Skull and Rose Print Lycra Headwrap / Bandana (Skin Color  Freesize),VKAMMASK0073,1,,China Fabrics,Skull&Rose-Peech,China,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 04:17:36,0
VENDORSKART MUNDKA 1 FACILITY,[DavidGuetta-Black]Autofy Unisex David Guetta Print Lycra Headwrap / Bandana (Black and White  Freesize),VKAMMASK0074,1,,China Fabrics,Black and White,China,Autofy,Vendorskart_Automotive,299.00,0,3,0,0,0,0,0,0,true,2017-03-28 03:36:54,0
VENDORSKART MUNDKA 1 FACILITY,[JawBones-Spray-White-Green]Autofy Unisex Jaw Bones Lycra Headwrap / Bandana (Green  Freesize),VKAMMASK0075,1,,China Fabrics,White-Green,China,Autofy,Vendorskart_Automotive,299.00,0,9,0,0,0,0,0,0,true,2017-03-28 03:36:55,0
VENDORSKART MUNDKA 1 FACILITY,[Blue-White-JaipurPrint]Autofy Unisex Printed Lycra Headwrap / Bandana (Blue  Freesize),VKAMMASK0076,1,SDL383358825,China Fabrics,Blue-White,China,Autofy,Vendorskart_Automotive,299.00,19,0,0,0,0,0,0,0,true,2017-03-28 03:36:55,0
VENDORSKART MUNDKA 1 FACILITY,[Camouflage-Army-Green]Autofy Unisex Army Print Lycra Headwrap / Bandana (Camouflage  Freesize),VKAMMASK0077,1,,China Fabrics,Camouflage-Army-Green,China,Autofy,Vendorskart_Automotive,299.00,0,4,0,0,0,0,0,0,true,2017-03-28 04:17:36,0
VENDORSKART MUNDKA 1 FACILITY,Autofy 14 in 1 All Purpose Bansal Toolbox with Metal Suitcase (Eco Model),VKAMTOOLBOX0001,1,,Autofy-India,RED,India,Autofy,Vendorskart_Automotive,3999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:36:55,0
VENDORSKART MUNDKA 1 FACILITY,Autofy 18 in 1 All Purpose Bansal Toolbox with Metal Suitcase (Gold Model),VKAMTOOLBOX0002,1,,Autofy-India,BLUE,India,Autofy,Vendorskart_Automotive,4599.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:36:56,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Pro Rider 7 Inch Headlight with Indicator Teeth LED & DRL (Day Time Running Light) for RE and Thar (Single Unit),VKAMLIGHT0059,1,,Autofy Pro-Rider India,Dummy Red,India,Autofy,Vendorskart_Automotive,14999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:36:56,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Pro Rider 6 LED Cut Ring 7 Inch Headlight with Indicator LED and DRL (Day Time Running Light) for RE and Thar,VKAMLIGHT0064,1,,Autofy Pro-Rider India,Black,India,Autofy,Vendorskart_Automotive,13999.00,0,7,2,0,0,0,0,0,true,2017-03-28 14:35:17,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Pro Rider Dot Ring Dual Color 7 Inch Headlight with Indicator LED and DRL (Day Time Running Light) for RE and Thar (Single Unit  White and Amber),VKAMLIGHT0065,1,,Autofy Pro-Rider India,Black,India,Autofy,Vendorskart_Automotive,9999.00,3,0,0,0,0,0,0,0,true,2017-03-28 03:36:56,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Pro Rider 6 LED with White Ring 7 Inch Headlight with Indicator LED and DRL (Day Time Running Light) for RE and TharSingle Unit),VKAMLIGHT0066,1,SDL531761161,Autofy Pro-Rider India,Black,India,Autofy,Vendorskart_Automotive,10999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:36:57,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Multi-Purpose Microfibre Cleaning Gloves for All Cars and Bikes (Multicolour),VKAMCLEANER0001,1,,Autofy India,Multicolor,India,Autofy,Vendorskart_Automotive,399.00,0,200,0,0,0,0,0,0,true,2017-01-10 17:11:08,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Printed Lycra Headwrap Bandana (Red and Yellow  Freesize),VKAMMASK0078,1,SDL891452561,China Fabrics,Red and Yellow,China,Autofy,Vendorskart_Automotive,299.00,0,0,0,0,0,0,0,0,true,2017-03-28 10:20:16,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Printed Lycra Headwrap Bandana (Red and Black  Freesize),VKAMMASK0079,1,SDL418944000,China Fabrics,Red and Black,China,Autofy,Vendorskart_Automotive,299.00,0,19,0,0,0,0,0,0,true,2017-03-28 03:36:57,0
VENDORSKART MUNDKA 1 FACILITY,Autofy 2 sided Red LED Universal Indicator for All Bikes - Number Plate Light (White),VKAMLIGHT0078,1,,China Racing,White,China,Autofy,Vendorskart_Automotive,999.00,0,22,0,0,0,0,0,0,true,2017-01-10 17:11:08,0
VENDORSKART MUNDKA 1 FACILITY,Autofy 2 sided Red LED Universal Indicator for All Bikes - Number Plate Light (Blue),VKAMLIGHT0079,1,,China Racing,Blue,China,Autofy,Vendorskart_Automotive,999.00,0,2,0,0,0,0,0,0,true,2017-01-10 17:11:08,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Water Resistant Riding Tribe Full Sleeves Rider Armour Jacket with Removable Padding (Red & Black M),VKAMJACKET0002_M,1,SDL890360663,Riding-Tribe-China,Red & Black,China,Autofy,Vendorskart_Automotive,8999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:36:58,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Water Resistant Riding Tribe Full Sleeves Rider Armour Jacket with Removable Padding (Red & Black L),VKAMJACKET0002_L,1,,Riding-Tribe-China,Red & Black,China,Autofy,Vendorskart_Automotive,8999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:36:58,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Water Resistant Riding Tribe Full Sleeves Rider Armour Jacket with Removable Padding (Red & Black XL),VKAMJACKET0002_XL,1,,Riding-Tribe-China,Red & Black,China,Autofy,Vendorskart_Automotive,8999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:36:58,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Water Resistant Riding Tribe Full Sleeves Rider Armour Jacket with Removable Padding (Red & Black XXL),VKAMJACKET0002_XXL,1,SDL001348507,Riding-Tribe-China,Red & Black,China,Autofy,Vendorskart_Automotive,8999.00,0,0,0,0,0,0,0,0,true,2017-03-28 10:20:17,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Water Resistant Riding Tribe Full Sleeves Rider Armour Jacket with Removeable Padding and Removeable Thick Inner Wind Cheater (Black and Neon Green  M),VKAMJACKET0003_M,1,SDL491092225,Riding-Tribe-China,Black & Green,China,Autofy,Vendorskart_Automotive,17999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:36:59,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Water Resistant Riding Tribe Full Sleeves Rider Armour Jacket with Removeable Padding and Removeable Thick Inner Wind Cheater (Black and Neon Green  L),VKAMJACKET0003_L,1,,Riding-Tribe-China,Black & Greeen,China,Autofy,Vendorskart_Automotive,17999.00,0,1,0,0,0,0,0,0,true,2017-03-28 03:36:59,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Water Resistant Riding Tribe Full Sleeves Rider Armour Jacket with Removeable Padding and Removeable Thick Inner Wind Cheater (Black and Neon Green  XL),VKAMJACKET0003_XL,1,,Riding-Tribe-China,Black & Green,China,Autofy,Vendorskart_Automotive,17999.00,0,1,0,0,0,0,0,0,true,2017-03-28 03:36:59,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Water Resistant Riding Tribe Full Sleeves Rider Armour Jacket with Removeable Padding and Removeable Thick Inner Wind Cheater (Black and Neon Green  XXL),VKAMJACKET0003_XXL,1,,Riding-Tribe-China,Black & Green,China,Autofy,Vendorskart_Automotive,17999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:36:59,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Water Resistant Riding Tribe Full Sleeves Rider Armour Jacket with Removable Padding (Black & Green M),VKAMJACKET0005_M,1,,Riding-Tribe-China,Black & Green,China,Autofy,Vendorskart_Automotive,8999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:02,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Water Resistant Riding Tribe Full Sleeves Rider Armour Jacket with Removable Padding (Black & Green L),VKAMJACKET0005_L,1,,Riding-Tribe-China,Black & Green,China,Autofy,Vendorskart_Automotive,8999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:02,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Water Resistant Riding Tribe Full Sleeves Rider Armour Jacket with Removable Padding (Black & Green XL),VKAMJACKET0005_XL,1,SDL603459231,Riding-Tribe-China,Black & Green,China,Autofy,Vendorskart_Automotive,8999.00,0,1,0,0,0,0,0,0,true,2017-03-28 03:37:02,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Water Resistant Riding Tribe Full Sleeves Rider Armour Jacket with Removable Padding (Black & Green XXL),VKAMJACKET0005_XXL,1,,Riding-Tribe-China,Black & Green,China,Autofy,Vendorskart_Automotive,8999.00,0,0,0,0,0,0,0,0,true,2017-03-28 10:20:17,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Water Resistant Riding Tribe Full Sleeves Rider Armour Jacket with Removeable Padding and Removeable Inner Thick Wind Cheater (Red and Grey  M),VKAMJACKET0006_M,1,SDL384874324,Riding-Tribe-China,Red & Black,China,Autofy,Vendorskart_Automotive,9999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:03,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Water Resistant Riding Tribe Full Sleeves Rider Armour Jacket with Removeable Padding and Removeable Inner Thick Wind Cheater (Red and Grey  L),VKAMJACKET0006_L,1,SDL393862527,Riding-Tribe-China,Red Black,China,Autofy,Vendorskart_Automotive,9999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:03,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Water Resistant Riding Tribe Full Sleeves Rider Armour Jacket with Removeable Padding and Removeable Inner Thick Wind Cheater (Red and Grey  XL),VKAMJACKET0006_XL,1,SDL419604411,Riding-Tribe-China,Red & Black,China,Autofy,Vendorskart_Automotive,9999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:03,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Water Resistant Riding Tribe Full Sleeves Rider Armour Jacket with Removeable Padding and Removeable Inner Thick Wind Cheater (Red and Grey  XXL),VKAMJACKET0006_XXL,1,SDL420483931,Riding-Tribe-China,Dummy Red,China,Autofy,Vendorskart_Automotive,9999.00,0,0,0,0,0,0,0,0,true,2017-03-28 10:20:17,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Water Resistant Riding Tribe Full Sleeves Rider Armour Jacket with Removable Padding (Black M),VKAMJACKET0007_M,1,SDL648738970,Riding-Tribe-China,Black,China,Autofy,Vendorskart_Automotive,9999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:04,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Water Resistant Riding Tribe Full Sleeves Rider Armour Jacket with Removable Padding (Black L),VKAMJACKET0007_L,1,,Riding-Tribe-China,Black,China,Autofy,Vendorskart_Automotive,9999.00,0,0,0,0,0,0,0,0,true,2017-03-28 10:20:17,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Water Resistant Riding Tribe Full Sleeves Rider Armour Jacket with Removable Padding (Black XL),VKAMJACKET0007_XL,1,,Riding-Tribe-China,Black,China,Autofy,Vendorskart_Automotive,9999.00,0,0,0,0,0,0,0,0,true,2017-03-28 10:20:18,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Water Resistant Riding Tribe Full Sleeves Rider Armour Jacket with Removable Padding (Black XXL),VKAMJACKET0007_XXL,1,,Riding-Tribe-China,Black,China,Autofy,Vendorskart_Automotive,9999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:05,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Water Resistant Riding Tribe Full Sleeves Rider Armour Jacket with Removeable Padding and Removeable Inner Thick Wind Cheater (Black  M),VKAMJACKET0008_M,1,SDL620562376,Riding-Tribe-China,Black & Green,China,Autofy,Vendorskart_Automotive,14999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:05,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Water Resistant Riding Tribe Full Sleeves Rider Armour Jacket with Removeable Padding and Removeable Inner Thick Wind Cheater (Black  L),VKAMJACKET0008_L,1,,Riding-Tribe-China,balck green,China,Autofy,Vendorskart_Automotive,14999.00,0,1,0,0,0,0,0,0,true,2017-03-28 03:37:05,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Water Resistant Riding Tribe Full Sleeves Rider Armour Jacket with Removeable Padding and Removeable Inner Thick Wind Cheater (Black  XL),VKAMJACKET0008_XL,1,,Riding-Tribe-China,Black & Green,China,Autofy,Vendorskart_Automotive,14999.00,0,1,0,0,0,0,0,0,true,2017-03-28 03:37:05,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Water Resistant Riding Tribe Full Sleeves Rider Armour Jacket with Removeable Padding and Removeable Inner Thick Wind Cheater (Black  XXL),VKAMJACKET0008_XXL,1,,Riding-Tribe-China,Black,China,Autofy,Vendorskart_Automotive,14999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:05,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Water Resistant Riding Tribe Full Sleeves Rider Armour Jacket with Removable Padding (Neon Green and Black M),VKAMJACKET0009_M,1,SDL662464584,Riding-Tribe-China,Green and Black,China,Autofy,Vendorskart_Automotive,8999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:06,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Water Resistant Riding Tribe Full Sleeves Rider Armour Jacket with Removable Padding (Neon Green and Black L),VKAMJACKET0009_L,1,SDL671170255,Riding-Tribe-China,Green and Black,China,Autofy,Vendorskart_Automotive,8999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:06,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Water Resistant Riding Tribe Full Sleeves Rider Armour Jacket with Removable Padding (Neon Green and Black XL),VKAMJACKET0009_XL,1,SDL673333740,Riding-Tribe-China,Green and Black,China,Autofy,Vendorskart_Automotive,8999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:06,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Water Resistant Riding Tribe Full Sleeves Rider Armour Jacket with Removable Padding (Neon Green and Black XXL),VKAMJACKET0009_XXL,1,SDL700054809,Riding-Tribe-China,Green and Black,China,Autofy,Vendorskart_Automotive,8999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:06,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Riding Tribe Half Sleeves Training / Riding Marshall Jacket (Neon Green  M),VKAMJACKET0010_M,1,SDL872586335,Riding-Tribe-China,black green,China,Autofy,Vendorskart_Automotive,5499.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:07,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Riding Tribe Half Sleeves Training / Riding Marshall Jacket (Neon Green  L),VKAMJACKET0010_L,1,,Riding-Tribe-China,Dummy Red,China,Autofy,Vendorskart_Automotive,5499.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:07,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Riding Tribe Half Sleeves Training / Riding Marshall Jacket (Neon Green  XL),VKAMJACKET0010_XL,1,,Riding-Tribe-China,black green,China,Autofy,Vendorskart_Automotive,5499.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:07,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Riding Tribe Half Sleeves Training / Riding Marshall Jacket (Neon Green  XXL),VKAMJACKET0010_XXL,1,,Riding-Tribe-China,black green,China,Autofy,Vendorskart_Automotive,5499.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:07,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Scoyco Full Sleeves Mesh Design Body Armour Jacket (Black  M),VKAMJACKET0011_M,1,SDL468957114,Scoyco-China,Black,China,Autofy,Vendorskart_Automotive,9999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:08,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Scoyco Full Sleeves Mesh Design Body Armour Jacket (Black  L),VKAMJACKET0011_L,1,SDL532081604,Scoyco-China,Black,China,Autofy,Vendorskart_Automotive,9999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:08,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Scoyco Full Sleeves Mesh Design Body Armour Jacket (Black  XL),VKAMJACKET0011_XL,1,SDL554887201,Scoyco-China,Black,China,Autofy,Vendorskart_Automotive,9999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:08,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Scoyco Full Sleeves Mesh Design Body Armour Jacket (Black  XXL),VKAMJACKET0011_XXL,1,SDL557389438,Scoyco-China,Dummy Red,China,Autofy,Vendorskart_Automotive,9999.00,0,0,0,0,0,0,0,0,true,2017-03-28 10:20:18,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Riding Tribe Half Sleeves Training / Riding Marshall Jacket (Black  M),VKAMJACKET0012_M,1,SDL740465109,Riding-Tribe-China,Dummy Red,China,Autofy,Vendorskart_Automotive,4999.00,0,0,0,0,0,0,0,0,true,2017-03-28 10:20:18,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Riding Tribe Half Sleeves Training / Riding Marshall Jacket (Black  L),VKAMJACKET0012_L,1,SDL747977460,Riding-Tribe-China,Black & Green,China,Autofy,Vendorskart_Automotive,4999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:09,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Riding Tribe Half Sleeves Training / Riding Marshall Jacket (Black  XL),VKAMJACKET0012_XL,1,SDL774775967,Riding-Tribe-China,black green,China,Autofy,Vendorskart_Automotive,4999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:09,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Riding Tribe Half Sleeves Training / Riding Marshall Jacket (Black  XXL),VKAMJACKET0012_XXL,1,SDL776124607,Riding-Tribe-China,Dummy Red,China,Autofy,Vendorskart_Automotive,4999.00,0,0,0,0,0,0,0,0,true,2017-03-28 10:20:19,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Taichi Waterproof Glowing LED Strip Bag (Black and Neon Green),VKAMBAG0015,1,,Taichi - China,Neon Green & Black,China,Autofy,Vendorskart_Automotive,6999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:09,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Pro Biker Expandable Multi Purpose Bag Pack (Black and Yellow),VKAMBAG0016,1,,Autofy - India,Dummy Red,India,Autofy,Vendorskart_Automotive,4999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:10,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Scoyco Padded Shorts Half Pant Under Pant (Black M),VKAMSHORTS0001_M,1,,Scoyco-China,Dummy Red,China,Autofy,Vendorskart_Automotive,5999.00,0,0,0,0,0,0,0,0,true,2017-03-28 10:20:19,0
